level;speciesKey;lat;lon;HFP09;Elevation;continents;IUCNonly;broad;broad;broad;broad;broad;broad;broad;broad;broad;broad;detail;detail;detail;detail;detail;detail;detail;detail;detail;detail
Lepanthopsis floripecten;2852301;-7.737474285714286;-61.96604;7.992079036576407;893.8285714285714;{'NORTHERN AMERICA', 'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepanthopsis hirtzii;2852292;-4.46;-79.148;6.0;2547.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;LC;LC;LC;LC;LC;LC
Lepanthopsis melanantha;2852322;23.092366666666667;-79.7147;3.321720401446026;7.0;{'NORTHERN AMERICA', 'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepanthopsis micheliae;2852268;18.4167;-73.9;22.0;798.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepanthopsis microlepanthes;2852329;20.014850000000003;-76.0635;10.496572971344001;948.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepanthopsis moniliformis;2852296;18.0912;-71.2798;15.0;733.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepanthopsis obliquipetala;2852271;4.2815;-73.792;8.67178535461426;2581.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepanthopsis peniculus;2852280;4.489225;-74.099575;10.257616043090815;2849.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepanthopsis serrulata;2852259;18.9;-70.775;8.85249805450439;1174.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;EN;EN;EN;LC;EN;EN;EN;EN
Lepanthopsis ubangii;2852265;-3.81;-78.61;2.33804368972778;1432.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;CR;CR;CR;EN;EN;EN;EN;LC
Lepanthopsis vinacea;2852328;-2.442425;-78.406825;7.4710759520530825;2220.75;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Lepidogyne longifolia;2804582;-3.180028571428571;133.7215238095238;9.850524317650564;887.4285714285714;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Leporella fimbriata;5311097;-35.40477903494176;133.454909484193;10.769290326219616;160.41763727121463;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Leptoceras menziesii;5324076;-35.916102372034956;135.85152397003745;13.202290403023644;195.5980024968789;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Leptotes bicolor;5310500;-25.288355172413794;-48.23025862068965;10.581336835335042;455.3448275862069;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Leptotes unicolor;5310514;-25.843405128205127;-51.38061794871795;13.919161992195326;677.4615384615385;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Ligeophila rosea;7416244;-14.264949999999999;-64.5722;4.176900396744416;287.3333333333333;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Limodorum abortivum;5312179;43.227993545133636;3.9902017902168434;15.80588668967467;504.8958648512355;{'AFRICA', 'EUROPE', 'ASIA-TEMPERATE'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Limodorum trabutianum;5312195;39.45396709677419;-2.9019012903225807;10.808609746493305;682.7354838709678;{'AFRICA', 'EUROPE'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis acaulis;5306089;-3.8989;141.6128;2.0;52.0;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis acuminata;5322848;12.3333;109.1667;18.0123825073242;127.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;EN;EN
Liparis altigena;5323157;-4.392175;141.83010000000002;10.025626182556152;1599.75;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis ambohimangana;5323324;-18.851222222222223;48.053622222222224;9.444324281480577;1200.111111111111;{'AFRICA'};True;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;CR;CR;CR;CR;EN;EN;EN;CR;CR
Liparis andringitrana;5322989;-22.22;46.93;4.25865745544434;2438.0;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;CR;EN;EN;CR;CR;CR
Liparis anemophila;5322852;-5.3;144.5333;12.0;1946.0;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis angustilabris;5322787;-17.31;145.53;3.9028047144413023;774.5;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis anthericoides;5323066;-17.966675000000002;48.291650000000004;8.154846906661987;885.25;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;EN;CR
Liparis aphylla;5323327;-2.75;-78.65;17.2814521789551;2263.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;LC;EN;LC;LC;LC;LC;LC
Liparis aptenodytes;5306106;-1.7;101.2667;7.25011396408081;3564.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;EN;EN
Liparis arcuata;5323256;-4.9333;104.15;6.25752639770508;1654.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;CR;CR;EN;LC;LC;LC;EN;EN
Liparis arnoglossophylla;5323163;14.325090476190477;-89.72795714285715;9.108564558483303;2074.0476190476193;{'NORTHERN AMERICA', 'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis ascendens;5323123;1.46665;13.5667;2.49697768688202;648.5;{'AFRICA'};False;Threatened;Threatened;EXT;EXT;EXT;Threatened;Threatened;Threatened;Threatened;Threatened;EN;CR;EXT;EXT;EXT;EN;EN;EN;EN;CR
Liparis atrosanguinea;5322950;1.0953666666666668;110.40083333333332;7.7500379880269366;1924.3333333333333;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;EN;LC;LC;EN;EN
Liparis aurantiorbiculata;5306078;5.7667;116.35;15.0;1162.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;LC;LC;LC;LC;EN;EN
Liparis auriculata;5322891;34.43195;130.57690000000002;10.551803350448619;1076.5;{'ASIA-TEMPERATE'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;LC
Liparis auriculifera;5322828;0.775;99.875;6.784398794174194;2522.5;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;EN;EN;EN;EN;LC;EN;EN;EN;EN;LC
Liparis aurita;5322814;10.409066666666666;112.4643;7.19721126556398;997.6666666666666;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;EN;EN;EN;LC;LC;EN;EN;EN
Liparis averyanoviana;5322779;20.5064625;105.5592125;10.160241305828098;573.875;{'ASIA-TEMPERATE', 'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;EN
Liparis balansae;5306216;21.22390769230769;105.68396153846153;15.351744981912466;935.9230769230769;{'ASIA-TEMPERATE', 'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;EN;EN;EN;EN;EN;EN;EN
Liparis barbata;5323266;2.0018333333333334;138.7157;18.750099182128903;452.3333333333333;{'ASIA-TEMPERATE', 'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Liparis bathiei;5323213;-19.375;47.4083;18.0;1600.0;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;CR;CR;CR;CR;CR;CR
Liparis bautingensis;5323219;18.6263;109.7003;29.0;74.0;{'ASIA-TEMPERATE'};True;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;EN;EN
Liparis bernieri;5322997;-20.62058;54.014419999999994;12.882559585571297;904.0;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;LC;EN;EN;EN;EN;EN;EN
Liparis bibullata;5322971;4.0;97.0;2.25133013725281;1573.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;EN;EN;EN;EN;EN;EN;EN
Liparis bicolor;5306171;-5.688033333333333;106.91253333333333;14.893828392028809;987.3333333333334;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;EN;EN
Liparis bicornis;5323034;-19.053133333333335;47.828133333333334;11.494014898935946;1523.3333333333333;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;CR;CR
Liparis biglobulifera;5323320;1.09165;99.59164999999999;7.304468393325805;1737.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;EN;EN;EN;CR;LC;LC;LC;EN;EN
Liparis bilobulata;5323288;-6.7274;107.01095000000001;23.4262490272522;1246.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;EN;LC;LC;EN;EN;EN
Liparis bistriata;7395352;23.3643;103.8194;39.0;1283.0;{'ASIA-TEMPERATE'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;LC
Liparis bleyi;5323091;-6.9036;107.0175;11.8524980545044;813.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;EN;EN;EN;EN;EN;EN;LC;LC;LC;LC
Liparis bootanensis;5306140;23.100572043010754;112.75528279569892;14.548169876619053;812.3978494623656;{'ASIA-TEMPERATE', 'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis bowkeri;5322938;-18.45336111111111;30.818277777777777;10.278987146638057;1476.8055555555557;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis brachystalix;5322877;3.2300750000000003;-75.70054999999999;11.91984105110168;2998.625;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis brachystele;5306174;-3.45;136.97;3.0;418.0;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis bracteata;5306221;-17.273113333333335;145.69978;3.8513680736223876;844.5333333333333;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis brassii;5323254;-5.9;141.5333;5.0;55.0;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis bulbophylloides;5323211;-19.344564000000002;48.074628000000004;5.955441360473633;956.24;{'AFRICA'};True;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;VU;VU;VU;EN;EN;VU;VU;VU;EN;CR
Liparis caillei;5323168;4.88846;5.81628;5.54530439376831;308.4;{'AFRICA'};False;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;VU;EN;EN;LC;LC;LC;LC;LC;LC;CR
Liparis campylostalix;5323068;41.26937777777778;129.68221111111112;14.355450289590006;332.3333333333333;{'ASIA-TEMPERATE'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;EN;EN;LC;LC;LC
Liparis capensis;5323048;-34.17662;20.1796;15.195771551132205;278.8;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis cardiophylla;5322985;18.14785;-74.06115;8.64470791816712;1312.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis caricifolia;5322894;-5.377766666666666;143.84443333333334;9.416668891906737;1428.6666666666667;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis cathcartii;5322853;26.22096666666667;100.9937;35.0;2209.6666666666665;{'ASIA-TEMPERATE'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;LC;EN
Liparis caulescens;5322845;-21.11327142857143;55.55021428571428;11.43791512080602;1125.5714285714287;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;EN;EN
Liparis celebica;5322799;1.3299;124.8678;14.7282238006592;1189.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;CR;CR;CR;CR;CR;LC;LC;LC;LC;EN
Liparis cespitosa;5950977;-11.2005625;69.0968;23.141403198242198;659.25;{'AFRICA', 'ASIA-TEMPERATE'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;EN;EN;EN;EN;EN;EN;EN;EN;EN
Liparis chalandei;5306103;-21.866131999999997;166.25236400000003;3.7539562129974358;710.92;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis chapaensis;5306073;22.6233;104.6333;5.41507577896118;891.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;LC;LC;LC;EN;EN
Liparis chlorantha;5306204;-6.4789;145.2411;20.0023937225342;1530.0;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis cladophylax;5323237;-13.9083;48.625;3.29672813415527;875.0;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;LC;CR;CR;EN;CR;CR
Liparis clareae;5323274;-14.902044444444446;48.66376666666667;5.777330230264102;769.1111111111111;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;EN;EN;EN;EN;EN
Liparis clypeolum;5323101;-11.777566666666667;-143.26863333333333;4.416974862416587;1011.3333333333334;{'PACIFIC'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis coelogynoides;5306161;-29.469328571428573;151.9729142857143;6.648850985935757;575.3333333333334;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis cogniauxiana;8204797;-15.263325;-49.490825;5.01692259311676;555.75;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis collinsii;5322973;-14.827766666666667;144.02776666666668;4.500022113323212;469.0;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis condylobulbon;5306080;-7.132032673267326;142.83423465346536;10.476817651529501;580.5445544554456;{'AUSTRALASIA', 'PACIFIC', 'ASIA-TEMPERATE', 'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis congesta;5323291;-3.45;136.97;3.0;418.0;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Liparis cordifolia;5323176;23.629160000000002;111.78103333333334;16.904765669504798;850.6;{'ASIA-TEMPERATE', 'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;EN;EN;EN;EN
